repo_full_name,login,name,num_commits,additions,deletions,avg_additions_per_commit,avg_deletions_per_commit,is_bot
codeforamerica/honeycrisp-gem,fionatagious,,1,1,1,1.0,1.0,False
codeforamerica/honeycrisp-gem,Montana,Michael Mendy,2,54,32,27.0,16.0,False
codeforamerica/honeycrisp-gem,stroopwafel79,Kristi Lanzisera,2,39,24,19.5,12.0,False
codeforamerica/honeycrisp-gem,luigi,Luigi Ray-Montañez,2,22,3,11.0,1.5,False
codeforamerica/honeycrisp-gem,zaksoup,Zak Auerbach,3,24,3,8.0,1.0,False
codeforamerica/honeycrisp-gem,anule,Anule Ndukwu,3,479,17,159.67,5.67,False
codeforamerica/honeycrisp-gem,spokenbird,Alex Gonzalez,3,44,0,14.67,0.0,False
codeforamerica/honeycrisp-gem,wschaefer-cfa,,4,1606,233,401.5,58.25,False
codeforamerica/honeycrisp-gem,norrishung,Norris Hung,4,1173,760,293.25,190.0,False
codeforamerica/honeycrisp-gem,bytheway875,Shannon Byrne,4,338,315,84.5,78.75,False
codeforamerica/honeycrisp-gem,jnf,jey,4,155,28,38.75,7.0,False
codeforamerica/honeycrisp-gem,wschaefer,Whitney Schaefer,5,214,131,42.8,26.2,False
codeforamerica/honeycrisp-gem,cy-by,Cypress,5,61,9,12.2,1.8,False
codeforamerica/honeycrisp-gem,jenny-heath,,6,226,103,37.67,17.17,False
codeforamerica/honeycrisp-gem,mrotondo,Mike Rotondo,7,231,172,33.0,24.57,False
codeforamerica/honeycrisp-gem,tgrathwell,,7,1819,417,259.86,59.57,False
codeforamerica/honeycrisp-gem,ash-rc,Ash Campo,8,338,145,42.25,18.12,False
codeforamerica/honeycrisp-gem,sree-cfa,Sree,8,331,224,41.38,28.0,False
codeforamerica/honeycrisp-gem,mquadri23,,8,697,882,87.12,110.25,False
codeforamerica/honeycrisp-gem,SymonneSingleton,Symonne,9,2600,397,288.89,44.11,False
codeforamerica/honeycrisp-gem,embarnard,em barnard,10,114,56,11.4,5.6,False
codeforamerica/honeycrisp-gem,bengolder,Ben Golder,13,629,325,48.38,25.0,False
codeforamerica/honeycrisp-gem,bencalegari,Ben Calegari,14,245,92,17.5,6.57,False
codeforamerica/honeycrisp-gem,tdooner,Tom Dooner,17,1029,1080,60.53,63.53,False
codeforamerica/honeycrisp-gem,mmazanec22,Melanie Mazanec,21,237,165,11.29,7.86,False
codeforamerica/honeycrisp-gem,bensheldon,Ben Sheldon,29,2912,885,100.41,30.52,False
codeforamerica/honeycrisp-gem,dependabot[bot],,29,260,263,8.97,9.07,True
codeforamerica/honeycrisp-gem,lkogler,Laura Kogler,40,4151,19009,103.78,475.23,False
codeforamerica/honeycrisp-gem,arinchoi03,Y. Arin Choi,63,466,191,7.4,3.03,False
codeforamerica/honeycrisp-gem,hartsick,Christa Hartsock,105,39465,12958,375.86,123.41,False
codeforamerica/asap_pdf,allisonmorgan,Allison Morgan,32,4427,1660,138.34,51.88,False
codeforamerica/asap_pdf,dependabot[bot],,108,2366,1633,21.91,15.12,True
codeforamerica/asap_pdf,xdotcommer,Michael Cowden,141,91509,50490,649.0,358.09,False
codeforamerica/asap_pdf,lkacenja,Leo Kacenjar,315,23767,44556,75.45,141.45,False
codeforamerica/cmr-maryland-eligibility-determination,victorSauceda,Victor Sauceda,29,1801,454,62.1,15.66,False
codeforamerica/document-transfer-service,jamesiarmes,James Armes (they/them),13,8005,1033,615.77,79.46,False
markov-root/atlas,felixdorn,Félix Dorn,1,2,2,2.0,2.0,False
markov-root/atlas,claude,Claude,10,3591,1093,359.1,109.3,False
fvialibre/heseia-sentence-bias-dataset,guidoivetta,Guido Ivetta,9,101074,86610,11230.44,9623.33,False
codeforjapan/BirdXplorer,claude[bot],,1,1,1,1.0,1.0,True
codeforjapan/BirdXplorer,NEKOYASAN,Taiyu Yoshizawa,4,52,0,13.0,0.0,False
codeforjapan/BirdXplorer,iazzenma,Jasmine Ta,10,89,56,8.9,5.6,False
