total_repositories,unique_organisations,unique_primary_languages,primary_languages,total_contributors,human_contributors,bot_contributors,total_commits,total_stars,total_forks,repos_with_ci_cd,repos_with_cloud,repos_with_ai_ml,repos_with_osi_license,median_age_years
37,16,16,"Astro, C++, CSS, Dockerfile, HCL, HTML, Java, JavaScript, Jinja, Jupyter Notebook, Kotlin, PHP, Python, Ruby, SCSS, TypeScript",702,653,49,178099,63564,11308,31,27,3,12,6.3
